ts_utc,symbol,side,entry,exit,reason,R,pnl_pct,equity
2026-09-11 12:01:49,AVAX/USDT:USDT,LONG,7.467,7.315345,SL,-1.039,-1.039,989.61
2026-09-11 13:01:10,XRP/USDT:USDT,LONG,1.3284,1.361353,TP,1.476,1.476,1004.21
2026-09-11 13:01:11,AVAX/USDT:USDT,LONG,7.353,7.561117,TP,1.479,1.479,1019.06
2026-09-11 14:00:15,XRP/USDT:USDT,LONG,1.3661,1.408849,TP,1.481,1.481,1034.15
2026-09-11 16:00:37,BTC/USDT:USDT,SHORT,79214.6,77427.107469,TP,1.473,1.473,1049.39
2026-09-11 16:00:38,SOL/USDT:USDT,SHORT,104.826,101.160474,TP,1.483,1.483,1064.72
2026-09-11 19:00:01,ETH/USDT:USDT,SHORT,2628.92,2540.676014,TP,1.482,1.482,1080.05
2026-09-13 09:00:10,AVAX/USDT:USDT,LONG,7.397,7.301277,SL,-1.062,-1.062,1068.58
2026-09-13 14:00:55,ETH/USDT:USDT,LONG,2484.48,2460.320251,SL,-1.082,-1.082,1057.02
