imb_10,imb_30,imb_60,imb_300,act_30,big_60,mv_30,absorb_30,after_60,raw_imb_10,raw_imb_30,raw_imb_60,raw_imb_300,raw_act_30,raw_big_60,raw_mv_30,raw_absorb_30,raw_after_60
,0.03571428571428571,0.7142857142857143,0.6428571428571429,0.14285714285714285,0.21428571428571427,,,0.7857142857142857,,-1.0,0.3449119658698301,-0.08592369134131907,0.0621620701387847,0.1764257292496064,,,0.3817330611532322
0.14285714285714285,0.5,0.0,0.5,0.0,0.14285714285714285,0.7857142857142857,0.7857142857142857,1.0,-0.8749982785040705,0.06248321509876756,-0.8397926067762673,0.053940666362922704,0.03020532680525569,0.2595014460659392,0.7345487666921002,0.18236637379859919,0.9647183569529687
0.5714285714285714,0.6428571428571429,0.9285714285714286,0.9285714285714286,0.8571428571428571,0.7142857142857143,0.0,0.0,0.14285714285714285,0.42852125942482866,0.23011116832477388,0.6197075974764363,0.31274611629733784,2.27756700395272,1.6704098726662413,-4.148368546783576,-1.6129006839192992,-0.3483013937741204
0.5714285714285714,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.6428571428571429,0.9285714285714286,0.14285714285714285,0.6428571428571429,0.6428571428571429,-0.4117783581876188,-0.9613335118652598,0.4513036158148024,-0.035278798704430785,1.1448927823863717,7.040223690123827,-1.8587094837085871,0.3417636839623974,0.22960450263857535
0.2857142857142857,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.5,0.6428571428571429,0.0,0.07142857142857142,0.7142857142857143,-0.8114702638443464,-0.8478921646007443,-0.6248760151689714,-0.1370269648505112,0.6445473849968595,0.8599376400763917,-7.304400556789048,-1.586908020995605,0.18841655693196713
0.5,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.6428571428571429,0.5,0.7857142857142857,0.7857142857142857,0.42857142857142855,2.2479484098731566e-06,-0.11905657218276779,-0.03039723680525359,-0.051714949736889886,0.9141566378836635,0.8968685903125618,1.516864778399185,0.6246781649824962,-0.18815374905181195
0.3076923076923077,0.07142857142857142,0.07142857142857142,0.5714285714285714,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.5,0.35714285714285715,-0.44232709977792556,-0.8963823935198973,-0.8744673797014053,0.09666316571203801,0.18801482729076366,0.5435792099917556,-1.6543965588544651,0.3449168739017423,0.02364545319877369
0.3076923076923077,0.21428571428571427,0.2857142857142857,0.42857142857142855,0.5,0.6428571428571429,0.3076923076923077,0.6153846153846154,0.2857142857142857,-0.11846257556103372,-0.6898300995103193,-0.4836038008709339,0.19060931168681358,0.41862294894425045,0.7832706030684128,-1.2318136402833524,0.2792255527492018,-0.27663856151353944
0.3076923076923077,0.5,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.5,0.6428571428571429,0.7142857142857143,0.5714285714285714,-0.8742616272034206,-0.04958970765703416,-0.4411201363607913,0.06254152278762036,0.13622031971540127,0.5509692424402562,1.5054263778069288,0.5513985002593438,0.021979514456087947
0.8333333333333333,0.7272727272727273,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.21428571428571427,0.7,0.1,0.8571428571428571,1.0,0.986486780787224,0.9775641529785047,0.34087683391364537,0.07255146539362438,0.09353155840494176,0.6946760031123489,-0.7549281130831077,0.953161875847472
0.5384615384615384,0.7857142857142857,0.8571428571428571,0.8571428571428571,0.9285714285714286,1.0,0.35714285714285715,0.0,0.7857142857142857,0.06408511471539709,0.7161142597312805,0.661145572812976,0.4477105603033732,4.065105795579799,2.672437487086451,-1.379348395817992,-1.1758970583372779,0.31553298298680366
0.42857142857142855,0.42857142857142855,0.35714285714285715,0.5,0.35714285714285715,0.7142857142857143,0.14285714285714285,0.0,0.2857142857142857,-0.03185017349641984,-0.30459576612976347,-0.26168766040043046,-0.06593393875518827,0.6782956741330577,0.7114228329348609,-3.937582032957909,-1.0079315781895395,-0.0391308899379302
0.3076923076923077,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.7857142857142857,0.5,0.14285714285714285,0.21428571428571427,0.42857142857142855,-0.9813236903566338,0.457249941910344,0.022035169758783335,-0.06649593193740862,0.9376873729507905,0.36686574388162274,-0.8314049357727171,-0.7343849205012497,0.2460669982673248
0.6428571428571429,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.21428571428571427,0.35714285714285715,0.6428571428571429,0.9285714285714286,0.8978779215364836,-0.7941083928827923,-0.025742654842984065,-0.20622532497731916,0.6313285142690926,0.3677147135109777,-1.3856364921216446,0.3322295621755775,0.9384427418794099
0.9,1.0,0.9285714285714286,0.2857142857142857,0.5,0.6428571428571429,0.6428571428571429,0.0,0.8571428571428571,1.0,1.0,0.9267725281545227,-0.3298002671056352,0.3876170485595028,0.24786055141553745,0.1385079919113963,-0.9538306693628679,0.9534625494412057
0.6153846153846154,0.14285714285714285,0.6428571428571429,0.14285714285714285,0.5,0.6428571428571429,0.8571428571428571,1.0,0.42857142857142855,0.9687517615353285,-0.624568800662167,0.4382745242710708,-0.4001156773312692,0.17867386355120154,0.32233854580053545,1.5442714548452585,1.1393259522772532,-0.1634502926144666
0.7857142857142857,0.21428571428571427,0.35714285714285715,0.5714285714285714,0.35714285714285715,0.6428571428571429,0.14285714285714285,0.42857142857142855,1.0,0.9841267631965475,-0.522316549851416,-0.3181040396337911,-0.02177126103749398,0.23233876998950553,0.6070814850454008,-1.6838796587337335,-0.03897666972649516,0.999190943025175
0.038461538461538464,0.0,0.07142857142857142,0.9285714285714286,0.07142857142857142,0.21428571428571427,0.5,0.9285714285714286,0.7857142857142857,-1.0,-1.0,-0.9152125223118036,0.4536399223204187,0.08217527194717857,0.05863251467663511,-0.0,1.0,0.5790036142285517
0.7142857142857143,0.14285714285714285,0.9285714285714286,0.42857142857142855,0.21428571428571427,0.7857142857142857,0.07142857142857142,0.42857142857142855,0.42857142857142855,0.9928824627434074,-0.3119885414878099,0.8693451678848153,0.05784843659962342,0.16534912794570958,0.6642735257087736,-1.6843996518911553,-0.24947800914257517,0.21032041314929764
0.9166666666666666,1.0,1.0,0.14285714285714285,0.35714285714285715,0.2857142857142857,0.8571428571428571,0.07142857142857142,0.5714285714285714,0.8283769274991822,0.8286768982392106,0.8225674449531957,-0.40597164305681777,0.47337642680752917,0.338626747638173,0.42119450762378996,-0.6882787290312806,0.06848770476500725
0.5555555555555556,0.7857142857142857,0.7857142857142857,0.2857142857142857,0.7142857142857143,0.35714285714285715,1.0,0.23076923076923078,0.5,0.24714260442471175,0.4773888605045125,0.5567514485119446,-0.1242100940109979,0.47821434146850517,0.30644516932003485,0.9820013186856436,-0.15005508760929798,0.1593542220638659
0.5,0.21428571428571427,0.6428571428571429,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.7857142857142857,0.5,-0.5555604103402753,-0.8847159234612536,0.31223680826325095,0.029229279362091708,0.1938989517029879,0.18098770627920022,-0.14044549310421317,0.8379007590931825,0.23272775805564588
