sym,cls,prior,first,t0,pair,short,btc,pl60,pl120,pl180
ALABUSDT,NEW,0,2026-06-22,2026-06-29,0.38621927721983573,0.31970626892330606,0.0665130082965297,0.04725347614054944,,
ALCHUSDT,NEW,0,2025-01-07,2025-01-14,-0.44109523349488894,-0.4970770899999998,0.05598185650511085,-0.4846515012043968,0.29403005295397094,-0.05003944023246818
ALGOUSDT,OLD_BN,381,2020-06-16,2020-06-23,-0.5523429933484908,-0.48850561999999975,-0.06383737334849109,0.31198717111457375,0.6507649342039326,0.2939841063829786
ALICEUSDT,NEW,0,2021-03-16,2021-03-23,-0.4693368582392762,-0.49615939,0.02682253176072378,0.23306239653788627,-0.4530806187934206,0.3657112358013611
ALLOUSDT,NEW,0,2025-11-11,2025-11-18,0.34286448907225864,0.41175754811040344,-0.06889305903814483,0.25443017304267684,0.1726573980102621,-0.5889998079013816
ALLUSDT,NEW,0,2025-08-06,2025-08-13,-0.05771623913623763,-0.012138967390189784,-0.045577271746047844,0.18291980253995993,-0.0177087876182139,-0.0601370895930584
ALPACAUSDT,OLD_BN,1117,2024-08-22,2024-08-29,0.18783661787910558,0.07611952722667366,0.11171709065243192,-0.3365847053528097,0.10634269782566741,0.4676167333692994
ALPHAUSDT,NEW,0,2020-11-23,2020-11-30,0.6349514104130416,0.14719835029279674,0.48775306012024483,-0.4620679885739951,0.1416771522713204,0.43706554050061847
ALPINEUSDT,OLD_BN,1190,2025-05-06,2025-05-13,0.4096375695326862,0.35804777632197715,0.051589793210709035,-0.5148938921504457,-0.5033638687623293,0.03300221813111434
ALTUSDT,NEW,0,2024-01-25,2024-02-01,-0.27137520932977754,-0.48262687,0.21125166067022247,0.1517876526240757,0.3764751388611862,0.2393743513023132
AMATUSDT,NEW,0,2026-06-08,2026-06-15,-0.048383227338040125,-0.03265156246722154,-0.01573166487081858,0.35465803841332666,,
AMBUSDT,NEW,0,2023-03-30,2023-04-06,0.14977947803938138,0.10809443703703703,0.041685041002344346,-0.5314855741475203,-0.05442783456373764,-0.4590006256674465
AMDUSDT,NEW,0,2026-05-06,2026-05-13,-0.3106945930574596,-0.09645699379620255,-0.21423759926125704,0.06571159930705768,,
AMZNUSDT,NEW,0,2026-02-09,2026-02-16,-0.0013181406369274645,-0.07420636713245277,0.0728882264955253,-0.05687259618259599,-0.005017405324005415,0.25616350925854214
ANCUSDT,OLD_BN,66,2022-03-08,2022-03-15,0.256366119872724,0.22669351363136167,0.02967260624136234,0.7441041970455771,,
ANIMEUSDT,NEW,0,2025-01-23,2025-01-30,0.20369008391473997,0.39624291650334087,-0.1925528325886009,0.08163388168840328,-0.5151810076180208,0.19225021383269747
ANKRUSDT,OLD_BN,575,2021-01-26,2021-02-02,-0.39518687562750693,-0.4906083,0.09542142437249305,-0.48612710891695426,0.12186204344004439,-0.34320752473269067
ANTHROPICUSDT,NEW,0,2026-06-02,2026-06-09,0.04329727196157008,0.060282856877020764,-0.016985584915450685,-0.07975893636595635,,
ANTUSDT,OLD_BN,513,2021-12-27,2022-01-03,0.23832285858026353,0.42576859787711646,-0.18744573929685293,0.04704531538983947,0.2782319458326417,0.17302072789717574
APEUSDT,NEW,0,2022-03-17,2022-03-24,-0.2270330951209733,-0.14695732715788667,-0.08007576796308662,0.2943096620735021,-0.34422467971241955,-0.009429162162357785
API3USDT,OLD_OTHER,448,2022-02-22,2022-03-01,0.34210152537856503,0.2578350003038345,0.08426652507473055,0.32900753603979427,-0.03854674010423452,0.11232504869017765
APPUSDT,NEW,0,2026-07-10,2026-07-17,0.26289067147842404,0.2806396083038706,-0.01774893682544653,,,
APRUSDT,NEW,0,2025-10-23,2025-10-30,0.4209895942842219,0.600764832829777,-0.17977523854555513,0.11232664864930052,-0.42997835803197965,0.05201950206760636
APTUSDT,OLD_OTHER,281,2022-10-19,2022-10-26,0.3053352064824221,0.4779631564957265,-0.17262795001330447,-0.3947631224399304,0.2685926244377951,0.2143166648621387
ARBUSDT,NEW,0,2023-03-23,2023-03-30,-0.0888475528508949,-0.11712879141271519,0.028281238561820278,0.09266467774077197,0.06306277045566702,0.10832899543459296
ARCUSDT,NEW,0,2025-01-17,2025-01-24,0.31952241150434724,0.3964410374128429,-0.07691862590849569,0.4188157717130365,0.5534918132664155,0.40171267023382196
ARIAUSDT,NEW,0,2025-09-03,2025-09-10,-0.4600554746942104,-0.49856869,0.03851321530578959,0.4151760130818608,0.09596280910187045,-0.45691046925318507
ARKMUSDT,NEW,0,2023-07-28,2023-08-04,-0.04300758674946323,0.07683861332754129,-0.11984620007700451,0.2921327987936429,-0.33893458348557126,-0.19229575992133346
ARKUSDT,OLD_OTHER,578,2023-09-19,2023-09-26,0.4364843431610005,0.12791664986380202,0.30856769329719846,0.5138716576807342,0.05265317397881061,0.26602836008851144
ARMUSDT,NEW,0,2026-05-26,2026-06-02,0.032352008513825775,0.19507523504100338,-0.1627232265271776,0.25229579792046347,,
ARPAUSDT,OLD_BN,718,2021-10-19,2021-10-26,-0.5015087992516939,-0.49491647,-0.006592329251693884,0.05503928497059249,0.18392024625807266,0.2677903142028885
ARUSDT,OLD_BN,150,2021-09-28,2021-10-05,-0.2144184388389339,-0.46946097,0.25504253116106607,-0.20468475232098074,0.19045738187079972,0.12613214828850675
ARXUSDT,NEW,0,2026-06-23,2026-06-30,0.47206082709409775,0.41661544712999654,0.0554453799641012,-0.4536320334134474,,
ASMLUSDT,NEW,0,2026-06-11,2026-06-18,0.08285153707154158,0.09755416818340412,-0.014702631111862546,0.2349160523888891,,
ASRUSDT,OLD_BN,1617,2025-05-06,2025-05-13,-0.12900079476880172,-0.18059058797951075,0.051589793210709035,-0.4111737543407671,0.14907922923544153,-0.006483587079504416
ASTERUSDT,NEW,0,2025-09-19,2025-09-26,0.42827079907476323,0.40778330342061847,0.02048749565414474,0.33052604561033916,-0.3011294946429109,0.1004694425200347
ASTRUSDT,OLD_BN,378,2023-02-14,2023-02-21,0.44245878883336476,0.3533292232519742,0.08912956558139054,0.18128284946151701,0.0032046529082815356,-0.1498119761660629
ASTSUSDT,NEW,0,2026-06-01,2026-06-08,0.18681390554043273,0.1903760169614661,-0.0035621114210333807,0.22138835332688211,,
ATAUSDT,OLD_BN,91,2021-08-31,2021-09-07,0.32940527948234133,0.288053925132279,0.04135135435006231,-0.4597025294106234,0.2078145280048471,0.014593862191394136
ATHUSDT,OLD_OTHER,294,2025-04-02,2025-04-09,0.04637383380276944,-0.3043124146755655,0.35068624847833496,0.42313198306059285,0.004596080535282307,0.5546925513070431
ATOMUSDT,OLD_BN,312,2020-02-07,2020-02-14,0.13547486320321322,0.6507221184177343,-0.5152472552145211,0.17041293963102416,0.003920727559221696,-0.43025409789070773
ATUSDT,NEW,0,2025-10-29,2025-11-05,0.4641507998598552,0.5619478225427873,-0.0977970226829321,-0.02582130160690684,0.07662607059938273,0.2676248603353176
AUCTIONUSDT,OLD_BN,805,2023-12-15,2023-12-22,0.2805124911478637,0.3487045784615386,-0.06819208731367485,0.5484182661769952,-0.05624323722437002,0.15584067451157635
AUDIOUSDT,OLD_BN,322,2021-08-19,2021-08-26,0.11161838675325522,0.2523602898836534,-0.14074190313039817,-0.11611267317567343,-0.0901624248878444,0.20241852198842486
AUSDT,OLD_OTHER,2775,2025-05-28,2025-06-04,0.2605646037384114,0.22408706318586283,0.03647754055254856,0.08942571696478899,0.2773457357302273,0.21471829946430815
AVAAIUSDT,OLD_OTHER,62,2025-01-17,2025-01-24,0.6323670002063166,0.7092856261148124,-0.07691862590849569,0.16861428714065976,0.5283395305807677,0.4356984966505733
AVAUSDT,OLD_BN,1503,2024-12-13,2024-12-20,0.362071775970079,0.2977173435008665,0.06435443246921253,-0.23711520248072399,-0.0781079612718032,0.14501061030238047
AVAXUSDT,NEW,0,2020-09-23,2020-09-30,0.2831974163187172,0.0496740967861809,0.2335233195325363,0.43406328973461283,-0.43516811333756267,0.21865193771946329
AVGOUSDT,NEW,0,2026-04-20,2026-04-27,-0.03463636890132132,0.0021413247613154985,-0.036777693662636814,0.12446094865115512,0.27162714450285935,
AVNTUSDT,NEW,0,2025-09-09,2025-09-16,-0.5092472805495641,-0.50638499,-0.0028622905495640696,0.2860769526114674,-0.0775922309789761,0.13229316307689112
AWEUSDT,NEW,0,2025-05-21,2025-05-28,0.13815354880968628,0.1600479239133329,-0.02189437510364662,0.07017586541226187,-0.5363811139864059,-0.21138301926832676
AXLUSDT,NEW,0,2024-03-01,2024-03-08,0.37091776250990605,0.3650188455875192,0.005898916922386872,0.13287128735529008,-0.025281276249576115,-0.17944898022646344
AXSUSDT,NEW,0,2020-11-20,2020-11-27,-0.3857795765042318,-0.4977900800000002,0.11201050349576841,-0.6738764507413464,-0.4764694231472834,0.14607008907674876
AXTIUSDT,NEW,0,2026-06-08,2026-06-15,0.4311637864223016,0.44689545129312014,-0.01573166487081858,0.4319461452741284,,
AZTECUSDT,NEW,0,2026-02-11,2026-02-18,-0.6301254485683183,-0.6363351,0.006209651431681675,-0.0056722987382998025,0.10357086886124758,0.10402107057287353
B2USDT,NEW,0,2025-05-06,2025-05-13,0.45641742595856877,0.4048276327478597,0.051589793210709035,0.14547972926633618,-0.46996948745074774,0.36764371668262674
B3USDT,NEW,0,2025-02-13,2025-02-20,0.09929342859880716,0.23287669195121952,-0.13358326335241236,-0.39317363042396836,0.2030738052194058,0.1092063007094442
BABAUSDT,NEW,0,2026-04-20,2026-04-27,0.02643043057417816,0.06320812423681497,-0.036777693662636814,-0.04668002410911659,0.2997733682531346,
BABYUSDT,NEW,0,2025-04-05,2025-04-12,0.30397088330503763,0.058530501416308924,0.2454403818887287,0.29784986776208755,0.21536018562840117,0.3840003506805077
BADGERUSDT,OLD_BN,983,2023-11-09,2023-11-16,0.17202527724014932,0.07546131211813685,0.09656396512201246,0.04709121242269954,-0.5349852426558995,-0.03489476639960444
BAKEUSDT,NEW,0,2021-05-19,2021-05-26,0.26821050668717644,0.3702253320350109,-0.10201482534783446,0.0797160190607597,0.3141642143313265,0.23801651343849484
BALUSDT,NEW,0,2020-09-01,2020-09-08,0.30119510296517926,0.27890089197802204,0.022294210987157198,-0.1480654544429748,-0.13608194236990145,-0.2326364264769118
BANANAS31USDT,OLD_OTHER,113,2025-03-22,2025-03-29,0.19830176893157986,0.09163301103935798,0.10666875789222187,0.02524758013872761,0.018568913095232172,0.391739065967615
BANANAUSDT,OLD_OTHER,332,2024-08-15,2024-08-22,0.23613497257100366,0.20399537749246976,0.0321395950785339,0.4314889112012973,0.20791634792524144,0.1419552916895268
BANDUSDT,OLD_BN,332,2020-07-29,2020-08-05,-0.4561969242396558,-0.5035464199999999,0.04734949576034413,0.41547327224825603,0.4956167941747496,-0.031982683132789236
BANKUSDT,NEW,0,2025-04-18,2025-04-25,-0.4314284966973805,-0.52949041,0.0980619133026195,-0.3937451649897378,-0.298092394597107,-0.5462306920470527
BANUSDT,NEW,0,2024-11-18,2024-11-25,0.6543311634213269,0.66183442904099,-0.007503265619663045,-0.2517669160455243,0.4372740219650232,0.05573027473597458
BARDUSDT,NEW,0,2025-09-18,2025-09-25,0.41919879301431306,0.44336248266943307,-0.024163689655120005,-0.5158786892037716,-0.27131793705992496,-0.10315107054351258
BASEDUSDT,NEW,0,2026-03-30,2026-04-06,-0.41741850277243203,-0.50512769,0.08770918722756799,-0.6424074387564851,0.33352083783075664,
BASUSDT,NEW,0,2025-08-26,2025-09-02,0.47095727113149044,0.3907469033615911,0.08021036776989932,0.47074300160282495,0.42639309807631137,-0.495436933826818
BATUSDT,OLD_BN,349,2020-02-13,2020-02-20,0.14671685167080079,0.5063086871826626,-0.35959183551186186,-0.11572364090177206,-0.19551406706504773,-0.5033501822602098
BBUSDT,NEW,0,2024-05-13,2024-05-20,-0.4554680580568664,-0.49897750999999996,0.04350945194313357,0.30692546676011456,0.1334422749906258,-0.2389126880992177
BBXUSDT,NEW,0,2026-06-01,2026-06-08,-0.1708287600499781,-0.16726664862894472,-0.0035621114210333807,0.24729186587226804,,
BDXNUSDT,NEW,0,2025-06-03,2025-06-10,0.21962896177882069,0.2147555428406199,0.004873418938200777,-0.11746762189880103,-0.5450201792995621,0.6762585267625446
BEAMXUSDT,NEW,0,2023-11-17,2023-11-24,-0.42999395282852126,-0.49784207999999996,0.06784812717147869,-0.32652548079501365,0.239156766267407,-0.4210539167919836
BEATUSDT,NEW,0,2025-11-12,2025-11-19,-0.5690103091918792,-0.4995184,-0.06949190919187923,0.298320497924341,-0.4832870541411259,-0.5539153719456129
BELUSDT,OLD_BN,78,2020-11-18,2020-11-25,0.45571322420272675,0.2364205118517228,0.21929271235100398,-0.5902161875958658,-0.5171779596546363,0.2403231202253581
BERAUSDT,NEW,0,2025-02-06,2025-02-13,-0.5238398412325248,-0.5258333399999999,0.001993498767475165,0.5720061545987751,0.28776477599901623,-0.5801061224216254
BEUSDT,NEW,0,2026-05-26,2026-06-02,-0.23468797978666908,-0.07196475325949148,-0.1627232265271776,0.13834215829725877,,
BICOUSDT,OLD_BN,666,2023-09-28,2023-10-05,0.2377341904076925,-0.006554347761451978,0.24428853816914448,-0.32952627237505316,0.1315294303445046,-0.5550036177168962
BIDUSDT,NEW,0,2025-03-20,2025-03-27,0.1076051640291858,0.02282478245465063,0.08478038157453517,-0.492528455753119,0.42056430452320115,0.44780509059232654
BIGTIMEUSDT,NEW,0,2023-10-12,2023-10-19,0.05662846642946032,-0.22692762715181944,0.28355609358127976,0.4611124695028372,-0.09764711778860674,0.3330712732401278
BILLUSDT,NEW,0,2026-05-07,2026-05-14,0.40857874819003576,0.6117276416189696,-0.20314889342893389,-0.478747560409889,0.2135675455641167,
BIOUSDT,NEW,0,2025-01-03,2025-01-10,0.7751581386418794,0.7399650114985591,0.035193127143320395,0.2884731883314758,0.08506430026700379,-0.37235944590272985
BIRBUSDT,NEW,0,2026-01-29,2026-02-05,0.23269142931989917,0.30248820324230563,-0.06979677392240648,0.13471507309540104,0.23326216957039236,0.2557953307025794
BITOUSDT,NEW,0,2026-07-27,2026-08-03,-0.012215869085227149,-0.24128142323943652,0.22906555415420937,,,
BLESSUSDT,NEW,0,2025-09-23,2025-09-30,-0.4285059256872618,-0.4968584700000002,0.06835254431273842,0.32714353941055085,0.04708859061987203,-0.4682589313812125
BLUAIUSDT,NEW,0,2025-10-21,2025-10-28,0.45411133722990504,0.6671219516508539,-0.21301061442094885,-0.4112315845856982,-0.07935869874488337,-0.4800658316799686
BLUEBIRDUSDT,NEW,0,2022-11-02,2022-11-09,-0.07138504598479879,-0.0011951279059270721,-0.07018991807887172,0.10522524180493648,0.1320873897913345,0.012147563147233954
BLURUSDT,OLD_OTHER,73,2023-04-28,2023-05-05,0.05446498661658922,0.12248112677061684,-0.06801614015402763,0.04444924370871214,0.15573910006751085,-0.46953073322611055
BLZUSDT,OLD_OTHER,951,2020-09-17,2020-09-24,-0.45187720733555975,-0.50801712,0.05613991266444022,-0.29799724042473874,-0.5687031599206323,-0.48281171254615324
BMNRUSDT,NEW,0,2026-06-11,2026-06-18,0.030442268888137475,0.04514490000000002,-0.014702631111862546,-0.11844414895109087,,
BMTUSDT,NEW,0,2025-03-17,2025-03-24,0.5711640513470416,0.48957653129129136,0.08158752005575025,-0.2656109519986367,0.03833819469608037,0.3475562264095413
BNBUSDT,OLD_BN,831,2020-02-10,2020-02-17,0.09577578084650307,0.5719230719117963,-0.4761472910652932,0.1471559041371175,-0.024564133883722722,-0.15164581947696582
BNCUSDT,OLD_OTHER,1722,2026-07-09,2026-07-16,0.14899221114877834,0.18141230463087238,-0.032420093482094035,,,
BNTUSDT,OLD_BN,1286,2023-08-10,2023-08-17,-0.09757503897772546,-0.02090361214380229,-0.07667142683392317,0.2600901427752333,0.07543201686575535,0.24957287431216996
BNXUSDT,OLD_BN,151,2022-04-01,2022-04-08,-0.24426818578616083,-0.02506330158106653,-0.2192048842050943,-0.318036347158969,-0.15003060464961218,0.14351821349595373
BOBUSDT,NEW,0,2025-11-21,2025-11-28,-0.5300224139917539,-0.55128086,0.02125844600824614,0.059772037789981414,-0.5766081475645854,-0.18584371125000007
BOMEUSDT,NEW,0,2024-03-16,2024-03-23,0.30769881263936766,0.3058023459546573,0.0018964666847103952,-0.3892906483801919,-0.3823466632736224,0.005393515107298907
BONDUSDT,OLD_BN,836,2023-10-15,2023-10-22,0.31036723113052955,0.0683737921552357,0.24199343897529382,-0.48783629973760917,0.07904238104356553,0.14795027819311188
BOTUSDT,NEW,0,2026-07-09,2026-07-16,0.03087874948627587,0.0632988429683699,-0.032420093482094035,,,
BRETTUSDT,OLD_OTHER,148,2024-08-20,2024-08-27,0.028014673478800312,0.02521936778949783,0.002795305689302482,-0.15669871040644484,0.1632037565493168,0.10699612465977579
BREVUSDT,NEW,0,2025-12-30,2026-01-06,0.1283639107336046,0.3537293584453107,-0.22536544771170613,0.21525769590812133,0.15308513697047713,-0.5127734111321925
BRKBUSDT,NEW,0,2026-05-18,2026-05-25,-0.19388902575040912,-0.00404017907545125,-0.18984884667495786,-0.03650455010805036,,
BROCCOLI714USDT,NEW,0,2025-03-21,2025-03-28,0.55252650611862,0.4717442860729273,0.0807822200456927,0.27748356909921024,0.4806171570037686,-0.4998346457847507
BROCCOLIF3BUSDT,NEW,0,2025-03-21,2025-03-28,-0.5341556656022167,-0.48009594,-0.05405972560221676,0.4590793927594605,0.302565919328985,-0.39426482620529113
BRUSDT,NEW,0,2025-03-21,2025-03-28,0.5766658452890352,0.4958836252433425,0.0807822200456927,0.11187989351559312,0.2787127278182897,0.21396704384831494
BSBUSDT,NEW,0,2026-03-25,2026-04-01,-0.40402555836814585,-0.51440289,0.11037733163185408,0.5709528828702222,0.2619558292970719,0.003416128076976943
BSPUSDT,NEW,0,2026-07-02,2026-07-09,-0.2675781860964217,-0.3037570198826979,0.03617883378627617,0.030290837767021038,,
BSVUSDT,OLD_OTHER,1808,2023-10-20,2023-10-27,0.10788578316756348,0.013495885302013372,0.0943898978655501,-0.4768813298372696,-0.2769828893820937,0.09041675219094764
BSWUSDT,OLD_BN,919,2024-09-05,2024-09-12,0.2312809873461966,0.14510664830666112,0.08617433903953547,-0.33276324588802025,0.38096139716657484,0.21105557140507267
BTCDOMUSDT,NEW,0,2021-06-21,2021-06-28,0.0865574793069776,-0.05130026699421963,0.13785774630119724,0.03660796708412693,0.10503523690017202,-0.07522521281660327
BTCSTUSDT,OLD_BN,62,2021-03-04,2021-03-11,0.0055953528696011424,0.008031464784745913,-0.00243611191514477,-0.36713302370627465,0.2462687338643581,-0.12260190566133239
BTRUSDT,NEW,0,2025-08-27,2025-09-03,-0.49208174600894505,-0.49730303,0.005221283991054904,0.3032339941649346,-0.3960131235633374,0.8443736736889382
BTSUSDT,OLD_BN,366,2021-02-01,2021-02-08,-0.24494251695277425,-0.46423285,0.21929033304722573,-0.48145288249666146,0.1904665148544824,-0.323201280051703
BTTUSDT,OLD_BN,826,2021-04-06,2021-04-13,0.16315140153325322,0.3729078880190333,-0.20975648648578007,0.2947334803195282,-0.30787536490235545,0.12164033975628435
BTWUSDT,OLD_OTHER,94,2026-06-04,2026-06-11,-0.4129909477528967,-0.4569166,0.04392565224710329,-0.4897626105350118,,
BULLAUSDT,NEW,0,2025-07-04,2025-07-11,-0.46641380873577326,-0.49060958,0.024195771264226753,0.03454804282220912,0.09202269926954876,-0.477577422802051
BUSDT,NEW,0,2025-05-22,2025-05-29,0.07586153049353937,0.08613928243300276,-0.010277751939463382,-0.1294862913496885,0.5783070581527285,-0.4780817892821728
BXUSDT,NEW,0,2026-06-08,2026-06-15,-0.028076243194894893,-0.012344578324076313,-0.01573166487081858,0.1340031973286222,,
BZRXUSDT,NEW,0,2020-09-05,2020-09-12,0.8769314034997419,0.7868305906297433,0.09010081286999858,-0.4105354363015149,-0.3535025113062198,-0.3019060521501774
BZUSDT,NEW,0,2026-04-01,2026-04-08,0.04731668609761065,-0.06664168831748352,0.11395837441509417,0.00856885341065905,0.16959361910395893,
C98USDT,NEW,0,2021-08-24,2021-08-31,0.2117777798148063,0.3421796854761387,-0.1304019056613324,0.06396956472279905,-0.2261472055900683,0.06909962159038421
CAKEUSDT,OLD_BN,1004,2023-11-02,2023-11-09,0.0741106394154972,-0.1552096363206503,0.2293202757361475,0.27007453352101457,-0.299123822325038,-0.018401667695762472
CAPUSDT,NEW,0,2026-06-27,2026-07-04,-0.4614967213482671,-0.49047372,0.02897699865173293,0.2981415333386757,,
CARVUSDT,OLD_OTHER,301,2025-08-07,2025-08-14,-0.06692894033398618,-0.0005774164869946712,-0.0663515238469915,0.0720037033511437,0.06151826874489956,0.1060038126648846
CATIUSDT,NEW,0,2024-09-20,2024-09-27,0.5512171123887509,0.5287323507873317,0.022484761601419177,0.5455064496112618,0.4447957142805183,0.5119262292624954
CATUSDT,OLD_OTHER,679,2026-07-02,2026-07-09,0.0861438305012674,0.049964996714991224,0.03617883378627617,0.01803434775744863,,
CBRSUSDT,NEW,0,2026-05-19,2026-05-26,0.07570010908981156,0.2893201826431199,-0.21362007355330836,-0.5157348871827996,,
CCUSDT,NEW,0,2025-10-31,2025-11-07,0.475968644478048,0.6003938227590513,-0.12442517828100327,-0.25152998674587496,0.11613201185558235,-0.07206415899709495
CELOUSDT,OLD_BN,269,2021-09-27,2021-10-04,0.3189929068553382,0.029167078432894997,0.2898258284224432,-0.07479211285587761,0.24090136622514752,-0.44982388325012523
CELRUSDT,OLD_BN,759,2021-03-29,2021-04-05,0.1778963873896967,0.3041497660901276,-0.1262533787004309,0.37729944682726957,-0.25791621511662466,0.6450042598782386
CETUSUSDT,OLD_OTHER,546,2024-11-06,2024-11-13,-0.10513788548858381,-0.22572906352523187,0.12059117803664805,0.6068085191953182,-0.05675105636625938,0.35324678095198025
CFGUSDT,OLD_OTHER,1622,2026-03-16,2026-03-23,-0.6408033915061618,-0.69700857,0.0562051784938382,0.04067710598901625,0.1435897871604357,-0.2288415763845824
CFXUSDT,OLD_BN,721,2023-02-20,2023-02-27,-0.4684607985948728,-0.49589247999999997,0.02743168140512718,0.04001604272924766,-0.3590054184661889,0.08436138839903001
CGPTUSDT,OLD_OTHER,620,2024-12-20,2024-12-27,-0.5582529360250293,-0.5420740199999999,-0.016178916025029463,0.1483478698876195,-0.3804675075329598,-0.1903972339405319
CHESSUSDT,OLD_BN,1063,2024-08-29,2024-09-05,0.1968783484208413,0.1292546771889102,0.06762367123193107,0.11341968338626948,0.26530098420496123,0.04587735015251577
CHILLGUYUSDT,NEW,0,2024-11-27,2024-12-04,0.6826997231126308,0.683806446706439,-0.0011067235938081509,0.49085451766962274,0.1732033539949172,0.40352182334636233
CHIPUSDT,NEW,0,2026-04-16,2026-04-23,0.41117840549371554,0.4460266606542804,-0.034848255160564875,0.14396824968764751,-0.2682580068470151,
CHRUSDT,OLD_BN,315,2021-03-12,2021-03-19,0.07901827035160072,0.08936392065028174,-0.010345650298681015,0.023066230569356083,-0.5390148269440683,0.04011661896134894
CHZUSDT,OLD_BN,508,2021-01-21,2021-01-28,0.009731891861069542,-0.43159916,0.4413310518610695,-0.36091301227530553,-0.04508679024367317,-0.01583623578765253
CIENUSDT,NEW,0,2026-06-22,2026-06-29,0.34202989608379175,0.275516887787262,0.0665130082965297,0.09335884644165696,,
CKBUSDT,OLD_BN,788,2023-02-28,2023-03-07,-0.23989228076183966,-0.49801923,0.2581269492381603,0.09284830623923482,-0.003003885842531341,0.001921726440724112
CLANKERUSDT,OLD_OTHER,350,2025-11-12,2025-11-19,0.44581005214710046,0.5299788085714285,-0.08416875642432806,-0.6304103372476861,0.0281099722236569,0.23930390988242373
CLOUSDT,NEW,0,2025-10-14,2025-10-21,0.24362669541772988,0.4213720398918083,-0.17774534447407844,-0.45423354883500655,-0.4942289130213517,-0.43300696258221105
CLUSDT,NEW,0,2026-04-01,2026-04-08,0.10160241118473953,-0.012355963230354641,0.11395837441509417,0.002745590862216124,0.20571114523603853,
COAIUSDT,NEW,0,2025-09-25,2025-10-02,-0.4801848886186651,-0.49506332999999997,0.014878441381334848,0.2723615435318669,-0.046839215534812045,-0.44493772853441704
COCOSUSDT,OLD_BN,1300,2023-02-21,2023-02-28,0.5820444846550658,0.38147721100940984,0.2005672736456559,-0.07101808586865353,0.05314413160858503,0.030782116962634744
COHRUSDT,NEW,0,2026-05-26,2026-06-02,-0.16035494987060575,0.0023682766565718636,-0.1627232265271776,0.19292317877570275,,
COINUSDT,NEW,0,2026-02-09,2026-02-16,-0.20623501263089894,-0.2791232391264242,0.0728882264955253,-0.09837786066713539,-0.002123343120325097,-0.007623996153692636
COLLECTUSDT,NEW,0,2025-12-31,2026-01-07,0.18872502324884338,0.5227165121771218,-0.3339914889282784,-0.4367533514539045,-0.41669568764903975,-0.13167618416528534
COMBOUSDT,NEW,0,2023-06-02,2023-06-09,0.4923088659633341,0.3569864847929045,0.13532238117042958,0.10500425680822979,0.2610517026701507,-0.08352148539055206
COMMONUSDT,NEW,0,2025-10-27,2025-11-03,0.4247427418755819,0.6041322066148684,-0.17938946473928655,0.0550971373681674,0.10155792936266943,-0.007730348648948922
COMPUSDT,NEW,0,2020-06-30,2020-07-07,0.5725872582358827,0.33888419550762594,0.23370306272825683,0.09824869213073209,0.2625214263180894,-0.09686877831450941
COOKIEUSDT,OLD_OTHER,208,2025-01-07,2025-01-14,0.4869647169854803,0.4586770314324953,0.02828768555298502,0.45590307936948743,-0.3726879670180343,0.1200826486140254
COPPERUSDT,NEW,0,2026-03-06,2026-03-13,0.025859014244167554,-0.00908399483716156,0.034943009081329114,-0.29066332347143164,-0.04151610144304281,
COSTUSDT,NEW,0,2026-06-09,2026-06-16,0.03319487864897265,0.062366083211481314,-0.029171204562508667,0.2059225254941181,,
COSUSDT,OLD_BN,1887,2024-09-30,2024-10-07,0.17875360611913824,0.08293084749287748,0.09582275862626076,0.316406806581847,0.1062206233481445,0.165346759206368
COTIUSDT,OLD_BN,403,2021-03-10,2021-03-17,-0.5374450508452111,-0.48020153,-0.05724352084521113,0.031477985921832485,0.09192280736424802,-0.6532419050950548
COWUSDT,NEW,0,2024-11-06,2024-11-13,-0.35938402743100073,-0.48099656999999996,0.1216125425689992,0.5454898529721525,0.09675995687872485,-0.39684593414484953
CRCLUSDT,NEW,0,2026-02-09,2026-02-16,-0.5128278409978356,-0.49162728,-0.021200560997835616,-0.3875145509133886,0.2274549960354881,-0.21446592998757494
CRDOUSDT,NEW,0,2026-06-08,2026-06-15,0.0514425664808288,0.06717423135164738,-0.01573166487081858,0.23595463517568688,,
CRMUSDT,NEW,0,2026-06-03,2026-06-10,0.08982507323044224,0.06990482193579713,0.01992025129464511,-0.17485992934757855,,
CROSSUSDT,NEW,0,2025-07-10,2025-07-17,-0.4970494776824826,-0.50049,0.0034405223175174044,0.11817080407698088,-0.5558816908061154,-0.002736163506032868
CRVUSDT,NEW,0,2020-09-01,2020-09-08,0.7467852224594326,0.7244910114722753,0.022294210987157198,-0.42402768681585223,-0.3646429557985581,-0.24414578899128553
CRWDUSDT,NEW,0,2026-06-08,2026-06-15,0.6829526773869858,0.6986843422578044,-0.01573166487081858,0.1307375942143973,,
CRWVUSDT,NEW,0,2026-05-18,2026-05-25,-0.1593653312554357,0.03048351541952215,-0.18984884667495786,-0.511636863474752,,
CSCOUSDT,NEW,0,2026-05-15,2026-05-22,-0.189780763525306,-0.01427733837272103,-0.175503425152585,0.012763171652016961,,
CTKUSDT,NEW,0,2020-11-19,2020-11-26,0.5205237817692197,0.21789284582604276,0.3026309359431769,-0.2143992423265763,-0.46944170959078346,0.21936738431491404
CTRUSDT,NEW,0,2026-05-28,2026-06-04,0.3526709473382937,0.3801084612027491,-0.027437513864455445,0.14210238308948475,,
