sym,cls,prior,first,t0,pair,short,btc,pl60,pl120,pl180
CTSIUSDT,OLD_BN,573,2021-10-26,2021-11-02,-0.43647393468727036,-0.48933669999999996,0.05286276531272958,0.10742540211222457,0.13154409399368644,0.21398129622960188
CUDISUSDT,NEW,0,2025-08-20,2025-08-27,-0.47140636476501646,-0.49840314999999996,0.026996785234983493,-0.5210355978451233,-0.056529661502874445,0.0716882264955253
CUSDT,NEW,0,2025-07-15,2025-07-22,-0.49057849652229335,-0.5005683,0.00998980347770664,0.489129889985708,0.06311993940042514,0.1382372537252797
CVCUSDT,OLD_BN,468,2020-11-11,2020-11-18,0.33602308073899845,0.06804576417610442,0.26797731656289403,-0.5249309467322145,-0.4250754311856807,0.06393861453203331
CVXUSDT,OLD_BN,295,2022-09-22,2022-09-29,-0.1268695174259489,-0.1806228443589744,0.0537533269330255,0.027464740778407284,-0.3873349074759236,-0.018341849402252412
CYBERUSDT,NEW,0,2023-08-21,2023-08-28,-0.44213231467072467,-0.5026685399999999,0.060536225329275266,-0.29989170669233733,-0.4876556272724844,-0.1809097031127525
CYSUSDT,NEW,0,2025-12-12,2025-12-19,-0.45983287840058135,-0.49424851999999997,0.034415641599418616,-0.53407026629842,-0.4634663912048152,0.3320151802313426
DAMUSDT,NEW,0,2025-08-18,2025-08-25,-0.4926835832188471,-0.49239666999999976,-0.00028691321884734256,0.3930978304506236,-0.4758716193459893,-0.5626961989846923
DARUSDT,OLD_BN,179,2022-04-29,2022-05-06,0.4525993508711941,0.640702932614379,-0.188103581743185,0.15934477379929912,0.1089439834152327,0.12608338911735664
DASHUSDT,OLD_BN,340,2020-02-04,2020-02-11,0.2405705581750442,0.4706924320738193,-0.2301218738987751,0.12706081795400484,0.10509630816852908,0.06032182306215345
DATAIPUSDT,NEW,0,2026-07-03,2026-07-10,0.17731186466010315,0.15599268790697676,0.02131917675312638,-0.038724279514895474,,
DEEPUSDT,OLD_OTHER,190,2025-04-22,2025-04-29,0.26503652310299675,0.13574969549525104,0.1292868276077457,-0.3620515421562074,0.0986912184853794,0.20224830758738574
DEFIUSDT,NEW,0,2020-08-28,2020-09-04,0.3643187389544843,0.3311727865398275,0.03314595241465677,-0.07278343802094539,-0.0234701178166955,-0.022801288494532973
DEGENUSDT,OLD_OTHER,234,2024-11-15,2024-11-22,0.5257896468423102,0.5517501917918664,-0.025960544949556127,0.5760558654523324,0.28492256726712945,0.4858502351851327
DEGOUSDT,OLD_BN,1383,2024-12-13,2024-12-20,0.2950407942415004,0.23068636177228788,0.06435443246921253,-0.3570791143098339,-0.36480178630166393,0.16786819009246598
DELLUSDT,NEW,0,2026-06-03,2026-06-10,-0.17088721631090284,-0.19080746760554795,0.01992025129464511,0.10946507434221112,,
DENTUSDT,OLD_BN,601,2021-03-24,2021-03-31,-0.47200297652335427,-0.46659725999999996,-0.005405716523354283,0.22121025164683322,-0.34083222792029894,0.14207175125222193
DEXEUSDT,OLD_BN,1272,2024-12-24,2024-12-31,-0.4569702503448062,-0.5002371299999998,0.043266879655193595,-0.05589190764267804,0.3898194820841602,0.19456151474345537
DFUSDT,OLD_BN,1216,2024-12-30,2025-01-06,0.10313527649554619,0.11722764943355127,-0.014092372938005082,-0.5059570983929739,0.24310754588305947,0.009219827671985759
DGBUSDT,OLD_BN,294,2021-04-21,2021-04-28,0.16952330577932612,0.49288141057764445,-0.32335810479831834,0.13238927657319857,0.18664970075974013,-0.0861370565308659
DIAUSDT,OLD_BN,1492,2024-10-02,2024-10-09,-0.43713744868904497,-0.5191879899999999,0.08205054131095495,0.15520109901561135,-0.04367812193333029,-0.35508189051849925
DISUSDT,NEW,0,2026-05-15,2026-05-22,-0.16753957839530897,0.007963846757276002,-0.175503425152585,-0.06333575008886766,,
DKNGUSDT,NEW,0,2026-06-10,2026-06-17,0.09639398392537268,0.13027229951765112,-0.03387831559227845,0.2027956115788178,,
DMCUSDT,NEW,0,2025-06-24,2025-07-01,0.6809948944024571,0.5895117989349367,0.09148309546752043,0.04769671903235497,0.24783204950732934,0.3308724441712222
DODOUSDT,OLD_OTHER,130,2021-02-19,2021-02-26,0.2879608010026272,0.13292874379568884,0.15503205720693836,0.2434882247908831,0.14304701332146816,0.25368642982669587
DODOXUSDT,NEW,0,2023-08-08,2023-08-15,0.11474467460805844,0.22725375191103775,-0.11250907730297931,0.06311878938017701,-0.5292240942937545,-0.033088181967510566
DOGEUSDT,OLD_BN,375,2020-07-10,2020-07-17,0.09842060011595441,-0.17116839661641545,0.26958899673236986,0.08876625280533906,-0.2693648766180379,-0.5315924042271933
DOGSUSDT,NEW,0,2024-08-26,2024-09-02,0.4867235281341393,0.4286114621984788,0.05811206593566053,0.46323740207762415,0.4896807510335393,0.0014948781556088364
DOLOUSDT,NEW,0,2025-05-01,2025-05-08,0.3001216988755905,0.23131619469653403,0.06880550417905643,-0.4087902623570351,-0.5485759650422685,0.19056907292876804
DOODUSDT,NEW,0,2025-05-09,2025-05-16,0.5038050622129671,0.49310591824521716,0.010699143967749868,-0.41264943824574707,-0.45114010937668386,0.10961786682565187
DOTECOUSDT,NEW,0,2021-01-20,2021-01-27,-0.045569060825020935,-0.45050037,0.40493130917497905,,,
DOTUSDT,NEW,0,2020-08-22,2020-08-29,0.25812218604901765,0.3318937462431297,-0.07377156019411202,0.2776756510067678,-0.29198184459450305,-0.06727869464480676
DRAMUSDT,NEW,0,2026-05-18,2026-05-25,-0.4473821403802666,-0.2575332937053087,-0.18984884667495786,-0.1343394769654156,,
DRIFTUSDT,OLD_OTHER,176,2024-11-08,2024-11-15,-0.4668982203244126,-0.49965896,0.032760739675587416,0.42609713040710057,0.2193018682609708,0.2050398192064988
DUSDT,NEW,0,2025-01-09,2025-01-16,0.31664741978169975,0.3535420294133939,-0.03689460963169415,0.33597002347075294,0.2749379359396963,-0.4167220801840968
DUSKUSDT,OLD_BN,921,2022-01-07,2022-01-14,0.44550291742771553,0.45791970139752,-0.01241678396980446,-0.26247253666249604,0.20048164350797087,-0.09273718676560651
DYDXUSDT,NEW,0,2021-09-10,2021-09-17,-0.6423445509933282,-0.49732932999999996,-0.14501522099332825,0.18693735466686906,-0.022111542953261173,-0.04877054752906988
DYMUSDT,NEW,0,2024-02-07,2024-02-14,0.5272034411924594,0.1204796432639978,0.40672379792846164,0.2821403191899381,0.478616716489065,-0.3985416714022822
EBAYUSDT,NEW,0,2026-06-09,2026-06-16,-0.06827599538819687,-0.039104790825688206,-0.029171204562508667,0.28081846012441547,,
EDENUSDT,NEW,0,2025-09-30,2025-10-07,0.5257552854185253,0.6962689862006252,-0.1705137007820998,0.11016593728842114,0.1457390545376251,-0.09340767130844144
EDGEUSDT,OLD_OTHER,351,2026-03-19,2026-03-26,-0.5641488373424735,-0.50200214,-0.062146697342473425,0.5554866445497628,0.27662013992705714,0.09847407494656517
EDUUSDT,NEW,0,2023-04-30,2023-05-07,0.010621858700093023,0.12533614082340994,-0.11471428212331691,0.074097573197003,-0.0916419770966025,-0.13788885974305565
EGLDUSDT,NEW,0,2020-09-14,2020-09-21,0.3989268025691649,0.31581093666168647,0.08311586590747844,-0.30876535351782586,-0.5790237573559857,-0.40481708751726614
EIGENUSDT,NEW,0,2024-10-01,2024-10-08,0.35803855605286794,0.15176441169294855,0.20627414435991936,-0.4724814930824827,0.12540268279825575,0.1386577659875337
ELSAUSDT,NEW,0,2026-01-22,2026-01-29,-0.06729183907299141,0.19615484636591463,-0.26344668543890604,0.11412263331973355,0.17210735800530974,0.15960965936166227
ENAUSDT,NEW,0,2024-04-02,2024-04-09,0.15456062399947051,0.30821345814528595,-0.15365283414581543,0.2767464822347216,0.27167932638267484,0.03175095857405612
ENJUSDT,OLD_BN,547,2020-09-29,2020-10-06,0.551546725245836,0.24640869070356955,0.3051380345422665,0.5729109613395776,0.03452594627626765,-0.4279024006125959
ENSOUSDT,NEW,0,2025-10-14,2025-10-21,0.2707694258536114,0.4485147703276898,-0.17774534447407844,0.03956847609352959,-0.5855573791582479,0.020250175733724785
ENSUSDT,NEW,0,2021-11-30,2021-12-07,0.20150240945959916,0.3500897196261682,-0.14858731016656904,0.24902835041774862,-0.13253810629174276,-0.20444999822806353
EPICUSDT,OLD_OTHER,1463,2025-03-13,2025-03-20,-0.0003016025753695417,0.03134802792256967,-0.03164963049793921,0.3426709777800399,-0.4880468996944281,0.2412629838795431
EPTUSDT,NEW,0,2025-04-21,2025-04-28,0.2568506765192392,0.09951896175302483,0.1573317147662144,0.25758487379351386,-0.5027531467000851,-0.46541205651715334
ERAUSDT,NEW,0,2025-07-17,2025-07-24,0.23059791213237263,0.2535205561496108,-0.022922644017238144,0.42496206351120847,-0.08718017962520369,0.023331416256508142
ESPORTSUSDT,NEW,0,2025-07-29,2025-08-05,0.05171741543467407,0.0879797329808493,-0.036262317546175225,-0.4357381034431532,-0.0011734182421462656,0.08084351015796049
ESPUSDT,NEW,0,2026-02-10,2026-02-17,-0.5509217421474357,-0.51408867,-0.036833072147435704,0.1421054208840584,0.07096193680334477,-0.14629821793637368
ETHFIUSDT,NEW,0,2024-03-18,2024-03-25,-0.4677079485727962,-0.49789891999999997,0.03019097142720381,-0.46308002192493747,0.26391398431263224,-0.02760460983559953
ETHWUSDT,OLD_OTHER,477,2023-11-28,2023-12-05,0.04907672590071712,0.048612579295870005,0.0004641466048471187,0.11870552460464216,0.07924823478621892,0.2423310578357268
EULUSDT,OLD_OTHER,1207,2025-10-13,2025-10-20,0.2802819264253698,0.43052931364054087,-0.15024738721517106,0.1789784633814024,-0.5202469175478177,-0.4435563973136999
EVAAUSDT,NEW,0,2025-10-03,2025-10-10,-0.6033067637685168,-0.49153664999999996,-0.11177011376851677,-0.08695587588014073,0.2596154777148304,-0.42554569528189634
EWJUSDT,NEW,0,2026-03-19,2026-03-26,0.009634266463407953,-0.07639671657807307,0.08603098304148102,-0.1960969616338421,-0.0913374482816196,
EWTUSDT,OLD_OTHER,784,2026-06-01,2026-06-08,-0.05731438709793899,-0.05375227567690561,-0.0035621114210333807,0.06601827049380951,,
EWYUSDT,NEW,0,2026-03-16,2026-03-23,-0.10489168149753789,-0.22958225154617362,0.12469057004863573,-0.24997753939245865,-0.03392017405316392,
EWZUSDT,NEW,0,2026-06-10,2026-06-17,-0.05878768631691621,-0.024909370724637756,-0.03387831559227845,0.1743175162089968,,
FARTCOINUSDT,OLD_OTHER,60,2024-12-20,2024-12-27,-0.4838008442067593,-0.49341099,0.009610145793240724,-0.18434394502026424,-0.3939394155749163,-0.13322937175822738
FETUSDT,OLD_BN,1446,2023-01-17,2023-01-24,-0.4961308598750071,-0.49172937,-0.0044014898750070796,0.21085791926376757,0.20050310170232544,0.05911620302713363
FFUSDT,NEW,0,2025-09-29,2025-10-06,0.16043483171170236,0.3424479283833463,-0.18201309667164395,0.2381605861753434,-0.07239564579447266,-0.4695631837165728
FHEUSDT,NEW,0,2025-04-12,2025-04-19,-0.3769996983750489,-0.49602558999999996,0.11902589162495106,0.048752693645265424,-0.5036581990318333,0.12131040398322912
FIDAUSDT,OLD_BN,1114,2024-09-19,2024-09-26,0.3618535201947609,0.3128859247769185,0.04896759541784242,-0.42659103896551687,0.32193860337427443,0.4010855951691598
FIGHTUSDT,NEW,0,2026-01-23,2026-01-30,0.3714567166573825,0.5811111446856716,-0.2096544280282891,-0.4443261506858015,0.13816653238826673,0.021397322964152643
FILUSDT,OLD_OTHER,1058,2020-10-16,2020-10-23,-0.5666813883005828,-0.5686999999999998,0.0020186116994169627,1.1525459250123613,-0.0014995455999547158,0.07982603405784766
FIOUSDT,OLD_BN,1480,2024-09-20,2024-09-27,0.25169404887004226,0.22920928726862308,0.022484761601419177,-0.40497708904080754,0.3151902622442879,0.2751617949352888
FISUSDT,OLD_BN,1516,2025-04-25,2025-05-02,0.4236842105309225,0.3450782957756353,0.07860591475528715,-0.48794303745400835,0.1244074687448827,0.03327397706469318
FLEXUSDT,NEW,0,2026-07-02,2026-07-09,0.12312949669512224,0.08695066290884607,0.03617883378627617,0.00381791915211962,,
FLMUSDT,NEW,0,2020-09-29,2020-10-06,0.8701825506132222,0.5650445160709557,0.3051380345422665,0.8084578396805736,-0.45793352020090344,-0.46653099464641395
FLNCUSDT,NEW,0,2026-05-18,2026-05-25,-0.15324876804469828,0.03660007863025957,-0.18984884667495786,0.05961134532689446,,
FLOCKUSDT,OLD_OTHER,252,2025-09-09,2025-09-16,0.3475377041707601,0.39251325432357814,-0.04497555015281808,0.3057215041440448,0.10397577339876568,0.090852053523305
FLOWUSDT,OLD_BN,224,2022-02-10,2022-02-17,0.08864020668266111,0.15871666442241972,-0.07007645773975861,0.24399369514032054,-0.06796102136997105,0.18693427857965264
FLUIDUSDT,OLD_OTHER,1560,2025-09-24,2025-10-01,0.1547854561410636,0.2090514473178381,-0.05426599117677449,0.27813764207487596,-0.5540766527271019,0.2671127629057786
FLUXUSDT,OLD_BN,1007,2024-09-03,2024-09-10,0.1852636318944213,0.12641852709141269,0.05884510480300862,-0.09410310476123601,0.25964394322576384,0.26748632261812066
FOGOUSDT,NEW,0,2026-01-10,2026-01-17,0.10352298507824581,0.38576324109239407,-0.28224025601414826,0.20294205754990818,0.2494436702976666,0.11187755173499409
FOLKSUSDT,NEW,0,2025-11-06,2025-11-13,-0.6472670564251253,-0.49655207999999995,-0.15071497642512532,0.4711034947628461,0.23844583191807364,-0.13797108180593287
FOOTBALLUSDT,NEW,0,2022-09-01,2022-09-08,0.1125713243323625,0.10648371467352477,0.006087609658837721,0.007192645272520004,0.08749179098550308,0.32931794306414897
FORMUSDT,OLD_OTHER,1238,2025-03-19,2025-03-26,0.20487400056399796,0.13383186669708258,0.0710421338669154,0.10593489616608177,-0.2033913106868961,0.5038539785516897
FORTHUSDT,OLD_BN,1468,2025-04-08,2025-04-15,0.20018859493490523,-0.02048141604852685,0.22067001098343209,0.0747059452557347,-0.13296912588862483,0.1199141123286257
FRAXUSDT,OLD_OTHER,1851,2026-01-15,2026-01-22,-0.010241229540525504,0.23148935661276135,-0.24173058615328685,0.33614114530073413,0.20005422412959234,-0.22037778058075194
FRONTUSDT,OLD_BN,721,2023-09-22,2023-09-29,0.38333780063003886,0.12554076589175875,0.2577970347382801,-0.3787212867606091,0.17331718961197626,0.5092717894254037
FTMUSDT,OLD_BN,481,2020-09-24,2020-10-01,0.8234640911367044,0.5725408620408163,0.25092322909588805,0.3117288930119571,-0.4629369385739951,0.12051335913397215
FTTUSDT,OLD_BN,866,2022-04-15,2022-04-22,0.00317902277743648,0.2787843291358024,-0.27560530635836594,-0.14505064058303077,-0.0023918816989125513,0.5700707888497558
FUNUSDT,OLD_BN,2069,2025-03-31,2025-04-07,0.5691522749417032,0.3367600884852375,0.2323921864564657,-0.640268853500439,0.13993063713828952,0.665717913410586
FUSDT,OLD_OTHER,194,2025-06-18,2025-06-25,0.06010768301801795,-0.048518757726218255,0.1086264407442362,-0.5221646738234619,-0.5795852438343493,-0.5834559318991634
FWDIUSDT,NEW,0,2026-07-09,2026-07-16,0.007561952331859453,0.03998204581395349,-0.032420093482094035,,,
FXSUSDT,OLD_BN,415,2023-01-20,2023-01-27,0.012841177223280544,0.015812112416764647,-0.002970935193484103,-0.10087881227133116,0.20932721331073484,-0.04577920594148789
GALAUSDT,OLD_OTHER,103,2021-09-18,2021-09-25,0.5942940447929046,0.1877265562399671,0.40656748855293745,-0.49930218822305356,0.10632186760649948,0.1429608821816529
GALUSDT,NEW,0,2022-05-05,2022-05-12,-0.5065980396758021,-0.5041853700000002,-0.0024126696758019262,-0.2804975675054385,-0.05262948750065638,0.09603535631339455
GASUSDT,OLD_BN,238,2023-10-25,2023-11-01,-0.5269534376717824,-0.5366251,0.009671662328217548,0.09262302716221028,0.247134060323281,0.13361593758094575
GENIUSUSDT,NEW,0,2026-04-16,2026-04-23,0.025680982933044237,0.06052923809360911,-0.034848255160564875,0.3160571818498292,0.4600078955371977,
GEVUSDT,NEW,0,2026-07-10,2026-07-17,-0.04770075821698583,-0.029951821391539298,-0.01774893682544653,,,
GHSTUSDT,OLD_BN,1149,2024-09-23,2024-09-30,0.20266820108516792,0.10097963496637849,0.10168856611878942,-0.522810488600666,0.26470431580704695,-0.5275818747499414
GIGADEVUSDT,NEW,0,2026-08-03,2026-08-10,0.286279833857783,0.08139457790660228,0.2048852559511807,,,
GIGGLEUSDT,NEW,0,2025-10-09,2025-10-16,-0.46444882752240113,-0.4711637400000002,0.006714912477599068,0.23522345288186147,0.16833967614111267,-0.4199610759340521
GLMRUSDT,OLD_BN,633,2023-09-26,2023-10-03,0.3384992287628182,0.05395740943820223,0.284541819324616,-0.33910979498205895,0.054709848340605244,0.35349178729182157
GLMUSDT,OLD_BN,358,2024-02-22,2024-02-29,-0.4833149003832103,-0.48683219,0.0035172896167897354,-0.6852470963615285,-0.07073391616723528,0.10269818091197092
GLWUSDT,NEW,0,2026-06-11,2026-06-18,-0.5756167793940554,-0.48200466,-0.09361211939405549,0.32205862777719524,,
GMEUSDT,OLD_OTHER,757,2026-06-10,2026-06-17,-0.05753493768432866,-0.02365662209205021,-0.03387831559227845,0.24409833269822728,,
GMTUSDT,NEW,0,2022-03-15,2022-03-22,-0.34619746337514024,-0.50046147,0.15426400662485973,0.24407795937783555,0.14084439915405977,-0.008915681750104432
GMXUSDT,OLD_BN,139,2023-02-17,2023-02-24,0.22427976788977044,0.08366188783402158,0.14061788005574885,0.1894582418819551,-0.006159187880341532,0.18557985413364664
GOATUSDT,NEW,0,2024-10-24,2024-10-31,-0.44748011344344785,-0.49240048,0.04492036655655212,0.5953506529968926,0.2971764081276582,-0.4206309590444288
GOOGLUSDT,NEW,0,2026-03-26,2026-04-02,-0.155032172046204,-0.30408128200578477,0.14904910995958076,-0.08349161871851946,0.10147900763679493,
GPSUSDT,NEW,0,2025-02-17,2025-02-24,-0.5952499647436249,-0.50007615,-0.09517381474362488,-0.291117762402523,-0.5287002802238219,-0.04015359832315342
GRAMUSDT,OLD_OTHER,1511,2026-07-02,2026-07-09,0.17457282870741173,0.13839399492113555,0.03617883378627617,0.026904606451667326,,
GRASSUSDT,NEW,0,2024-11-08,2024-11-15,-0.021561615107768883,-0.16600625753056245,0.14444464242279356,0.4825211911190937,0.13907851048514422,-0.4332340898183139
GRIFFAINUSDT,NEW,0,2025-01-02,2025-01-09,-0.42912345385143236,-0.49213556999999997,0.0630121161485676,0.29648192257286693,-0.4353784448913539,0.15604462221081544
GRTUSDT,NEW,0,2020-12-19,2020-12-26,-0.06636471548373052,-0.46485062999999993,0.3984859145162694,0.3394161461614573,0.10467551032167993,-0.07013727619552845
GRVTUSDT,NEW,0,2026-07-31,2026-08-07,0.6514584049987426,0.41782637200698075,0.23363203299176188,,,
GSUSDT,NEW,0,2026-07-29,2026-08-05,0.24375410140882245,0.02456894328398237,0.21918515812484007,,,
GTCUSDT,NEW,0,2021-06-11,2021-06-18,0.07564471117020771,0.2482637000653439,-0.1726189888951362,-0.4774160547381198,-0.2766894946635043,-0.11637373131242916
GUAUSDT,NEW,0,2025-12-21,2025-12-28,-0.11707447933582416,-0.11670354079205465,-0.0003709385437695005,-0.4615933272008407,-0.3110460583435649,0.7650295669943247
GUNUSDT,NEW,0,2025-03-31,2025-04-07,0.40283020649161505,0.17043802003514932,0.2323921864564657,0.519033496366567,0.1522207069476192,0.17846419095760424
GUSDT,NEW,0,2024-08-15,2024-08-22,0.0863287073288346,0.0541891122503007,0.0321395950785339,0.4464861789112169,0.027505465939133278,0.07904184542950257
GWEIUSDT,NEW,0,2026-01-29,2026-02-05,-0.5924776872637156,-0.49200952,-0.10046816726371563,-0.42408445359968455,-0.6355997515273251,-0.48243547527217995
HAEDALUSDT,NEW,0,2025-05-01,2025-05-08,-0.43902944661584253,-0.5097317299999999,0.07070228338415742,-0.39401627936243994,0.02472284673175349,0.11622780615836306
HANAUSDT,NEW,0,2025-09-26,2025-10-03,-0.47215369263140444,-0.4945361200000002,0.02238242736859576,0.4128399862790932,-0.5012385007317882,0.22095781593383862
HBARUSDT,OLD_BN,563,2021-03-17,2021-03-24,0.19952764040159093,0.29792024716629684,-0.09839260676470589,0.20444712232030698,0.09402628855491307,0.39794379679452996
HDUSDT,NEW,0,2026-05-15,2026-05-22,-0.2614976577968634,-0.08599423264427843,-0.175503425152585,-0.014250257677845962,,
HEIUSDT,OLD_OTHER,1470,2025-02-13,2025-02-20,0.06873937755236553,0.2023226409047779,-0.13358326335241236,0.12697451159697976,0.05245159064916981,0.06434898681722809
HEMIUSDT,NEW,0,2025-08-29,2025-09-05,-0.4582783377822452,-0.49865746,0.0403791222177548,0.3414735235132377,0.1075159193162026,0.4295517590399642
HFTUSDT,OLD_BN,156,2023-04-06,2023-04-13,0.15354174306938978,0.26296948704299317,-0.10942774397360337,0.2945705850115021,-0.1084350584442329,0.4303490769094761
HIFIUSDT,OLD_BN,258,2023-09-16,2023-09-23,0.4387216694377509,0.3128696569118444,0.12585201252590653,0.25313829289987655,0.1487252070382486,0.20130440979073977
HIGHUSDT,OLD_BN,433,2023-02-07,2023-02-14,-0.3596546770083294,-0.49807235,0.1384176729916706,0.16979154216633807,0.4399120679143066,-0.018303630452250794
HIMSUSDT,NEW,0,2026-06-09,2026-06-16,-0.268594063200693,-0.23942285863818433,-0.029171204562508667,0.26305631063025126,,
HIPPOUSDT,NEW,0,2024-11-13,2024-11-20,0.6398096826186342,0.5995078259758551,0.04030185664277919,0.4098711408119536,-0.5536401838522512,-0.5086011672219131
HIVEUSDT,OLD_BN,1727,2024-12-23,2024-12-30,-0.608226731576309,-0.65464123,0.0464144984236909,0.1077173219428254,0.12445653652867891,-0.14926190121862257
HK0700USDT,NEW,0,2026-07-22,2026-07-29,0.2748849542044769,0.02669719502921919,0.2481877591752577,,,
HK1810USDT,NEW,0,2026-07-22,2026-07-29,0.3183427229506298,0.07015496377537211,0.2481877591752577,,,
HMSTRUSDT,NEW,0,2024-09-26,2024-10-03,0.5856283841020523,0.4470948975191551,0.13853348658289724,0.21383849112278,0.32713634028527594,-0.22457582234973417
HNTUSDT,NEW,0,2020-09-28,2020-10-05,0.6802883597367999,0.37095311652664165,0.3093352432101582,0.4810839821693987,-0.30194272623363283,-0.4230819232200618
HOLOUSDT,NEW,0,2025-09-11,2025-09-18,0.5679203867730986,0.6586277017320429,-0.0907073149589442,0.1663941599242095,-0.12510051007864167,0.09365544796252609
HOMEUSDT,NEW,0,2025-06-10,2025-06-17,0.10391651467838137,-0.0018260109713930039,0.10574252564977438,-0.045591246991463226,0.10897324066136369,0.0770649175523331
HOODUSDT,NEW,0,2026-02-02,2026-02-09,0.04702354520385862,0.05350333904649514,-0.006479793842636519,0.07914198852165343,-0.35855971282100796,0.012456032082252017
HOOKUSDT,NEW,0,2023-01-23,2023-01-30,0.3078268429366447,0.3423381295408014,-0.0345112866041567,0.009376144810778489,0.33900598494128337,0.1168318827830766
HOTUSDT,OLD_BN,788,2021-03-30,2021-04-06,0.5024362316196924,0.5729710835452065,-0.07053485192551413,0.2693107252176632,-0.34356008005165783,0.274458345512807
HPEUSDT,NEW,0,2026-06-08,2026-06-15,0.0009807171015680759,0.016712381972386656,-0.01573166487081858,0.22269799065433213,,
HUMAUSDT,NEW,0,2025-05-26,2025-06-02,-0.5097571465644567,-0.5075777699999999,-0.002179376564456744,0.2654639162443509,0.04653393679646333,-0.2194403407344045
HUSDT,NEW,0,2025-06-25,2025-07-02,-0.7821333068976852,-0.8023337599999999,0.02020045310231463,-0.5309876593465771,-0.4658098594726598,-0.09975548295842034
HYPERUSDT,NEW,0,2025-04-22,2025-04-29,0.31023273235490767,0.18094590474716196,0.1292868276077457,-0.684633439197316,-0.00873222566573914,0.1270958636876238
HYPEUSDT,OLD_OTHER,224,2025-05-30,2025-06-06,-0.07453954537163066,-0.13689868969875088,0.06235914432712023,-0.1343022745282635,-0.0037102553414898876,0.2761792461134746
HYUNDAIUSDT,NEW,0,2026-06-02,2026-06-09,0.293631165016522,0.31061674993197264,-0.016985584915450685,0.10962136277280238,,
IBMUSDT,NEW,0,2026-06-03,2026-06-10,-0.03596330155603364,-0.055883552850678746,0.01992025129464511,0.18836302883133754,,
ICNTUSDT,NEW,0,2025-07-03,2025-07-10,0.06771824690088625,0.02775795233859401,0.03996029456229224,0.154712565774363,-0.5169022881930031,0.015740764525638214
ICPUSDT,NEW,0,2021-05-11,2021-05-18,0.5888944545168808,0.7160403227453784,-0.12714586822849755,-0.18411208506401577,0.30553918029055793,0.19242948232227622
ICXUSDT,OLD_BN,837,2020-09-15,2020-09-22,0.2610458087538343,0.03979087793187345,0.22125493082196085,0.15703137586794302,-0.5960511691813923,-0.517249977405322
IDEXUSDT,OLD_BN,609,2023-05-03,2023-05-10,0.19173198266573738,0.23903468104706016,-0.04730269838132277,0.10769438791731531,-0.15209833867337516,-0.027016391803920084
IDOLUSDT,NEW,0,2025-07-04,2025-07-11,0.11981613053416677,0.12488010233766239,-0.005063971803495615,-0.47953896458461065,-0.07982351444122585,-0.30560303135661016
IDUSDT,NEW,0,2023-03-23,2023-03-30,-0.42480388794781676,-0.49626794999999996,0.07146406205218322,0.3981160705888042,0.1224951501537119,0.16875118921164384
ILVUSDT,OLD_BN,800,2023-11-10,2023-11-17,0.06882751799544819,-0.0889848776657637,0.15781239566121189,0.03244624249467826,-0.03980809288690415,0.11227295428970487
IMXUSDT,OLD_OTHER,98,2022-02-11,2022-02-18,-0.052858896325033565,-0.09429880999999991,0.04143991367496635,0.2570524214344487,-0.23486844869031032,0.09158875819425555
INITUSDT,NEW,0,2025-04-16,2025-04-23,-0.3882849476700577,-0.5007972499999997,0.11251230232994201,0.18944461044007677,0.13709530259191022,0.2550081158233305
INJUSDT,OLD_BN,685,2022-08-17,2022-08-24,0.054032923754653864,0.15605800757709254,-0.10202508382243868,-0.4365982058332458,0.15218425143535427,-0.147915127169294
INTCUSDT,NEW,0,2026-02-02,2026-02-09,0.06684236305554811,0.07332215689818462,-0.006479793842636519,-0.360543108414353,-0.32055397064687974,0.24476229672648692
INTWUSDT,NEW,0,2026-07-09,2026-07-16,0.025146566461705225,0.05756665994379926,-0.032420093482094035,,,
INUSDT,NEW,0,2025-08-07,2025-08-14,0.2262083559270363,0.2925598797740278,-0.0663515238469915,-0.6122473125303196,0.1889625725855201,-0.44273788588674384
INXUSDT,NEW,0,2026-01-30,2026-02-06,0.0605651703476492,-0.008192682052980127,0.06875785240062933,-0.44085654088813775,0.017352538594582745,-0.5046372760307086
IOSTUSDT,OLD_BN,357,2020-02-21,2020-02-28,0.13149620706424736,0.4256503627151052,-0.29415415565085784,0.21202372568577854,-0.04168697793721818,0.025939936225119947
IOTAUSDT,OLD_BN,652,2020-02-12,2020-02-19,0.056645508828726376,0.45814086131452175,-0.4014953524857954,0.1240915430957791,-0.05877084086631109,0.0798951803761464
IOTXUSDT,OLD_BN,650,2021-08-12,2021-08-19,0.22488152670911202,0.18309632752293595,0.04178519918617607,-0.34700470034734926,0.020563392417532134,0.12743719294619135
IOUSDT,NEW,0,2024-06-11,2024-06-18,0.3296796740428661,0.3739770776279944,-0.04429740358512837,-0.44405648453251667,0.17750361511738277,-0.03752522473837604
IPUSDT,NEW,0,2025-02-13,2025-02-20,-0.530520962370155,-0.5463476899999999,0.015826727629844946,-0.015925595303992096,-0.1435930642664946,-0.6495243849115236
IRENUSDT,NEW,0,2026-06-03,2026-06-10,0.23290429532003717,0.21298404402539206,0.01992025129464511,0.26031614666725567,,
IRUSDT,NEW,0,2025-12-21,2025-12-28,0.5712744711735506,0.57164540971732,-0.0003709385437695005,0.5070765738617189,0.6398297009908519,0.022701171219248646
