T,p,q,sell_agg
1789135501895,79536.9,0.046,True
1789135501936,79537.0,0.037,False
1789135501952,79536.9,7.061,True
1789135502049,79537.0,0.001,False
1789135502066,79536.9,0.056,True
1789135502124,79537.0,0.001,False
1789135502177,79536.9,0.037,True
1789135502186,79537.0,0.309,False
1789135502187,79537.1,0.001,False
1789135502188,79537.8,0.001,False
1789135502192,79539.6,0.001,False
1789135502193,79540.5,0.028,False
1789135502195,79540.8,0.016,False
1789135502198,79541.6,0.002,False
1789135502200,79541.9,0.018,False
1789135502239,79541.8,1.973,True
1789135502320,79541.9,0.139,False
1789135502430,79541.8,0.003,True
1789135502462,79541.9,0.001,False
1789135502474,79541.8,0.001,True
1789135502553,79541.9,0.062,False
1789135502566,79541.8,0.479,True
1789135502624,79541.9,0.019,False
1789135502687,79541.8,0.319,True
1789135502734,79541.9,0.012,False
1789135502904,79541.8,0.012,True
1789135502980,79541.9,0.242,False
1789135502994,79541.8,0.005,True
1789135503033,79541.9,0.523,False
1789135503090,79541.8,3.439,True
1789135503091,79541.7,0.593,True
1789135503093,79540.1,0.001,True
1789135503096,79534.7,0.084,True
1789135503113,79534.6,0.069,True
1789135503114,79534.0,0.001,True
1789135503118,79533.5,0.098,True
1789135503121,79529.5,0.002,True
1789135503123,79529.3,0.001,True
1789135503126,79524.3,0.002,False
1789135503127,79523.7,0.002,True
1789135503151,79523.1,1.199,True
1789135503156,79523.0,0.002,True
1789135503163,79520.4,0.003,False
1789135503205,79520.2,0.003,True
1789135503213,79519.5,0.003,True
1789135503218,79519.6,0.001,False
1789135503245,79519.5,0.192,True
1789135503255,79519.6,0.006,False
1789135503329,79519.5,0.05,True
1789135503344,79519.6,0.002,False
1789135503365,79519.5,0.037,True
1789135503374,79519.6,0.002,False
1789135503405,79519.5,0.015,True
1789135503425,79519.6,0.382,False
1789135503453,79519.5,1.5,True
1789135503485,79519.6,0.081,False
1789135503612,79519.6,0.028,False
1789135503616,79519.5,0.002,True
1789135503649,79519.6,0.036,False
1789135503825,79519.5,0.008,True
1789135503899,79519.6,0.003,False
1789135503996,79519.5,0.099,True
1789135504081,79519.6,0.001,False
1789135504096,79519.5,0.005,True
1789135504097,79516.7,6.527,True
1789135504116,79516.5,0.003,True
1789135504117,79514.8,0.002,True
1789135504118,79514.3,0.001,True
1789135504119,79512.5,0.001,True
1789135504122,79512.0,0.003,True
1789135504127,79511.2,0.004,True
1789135504131,79510.7,0.2,True
1789135504135,79510.6,0.902,True
1789135504137,79510.1,0.01,True
1789135504140,79508.3,0.001,True
1789135504198,79507.8,0.001,False
1789135504237,79507.7,0.016,True
1789135504309,79507.9,0.002,False
1789135504335,79510.8,0.001,False
1789135504342,79510.7,3.413,True
1789135504346,79507.8,2.549,False
1789135504360,79507.7,0.124,True
1789135504428,79507.8,0.048,False
1789135504429,79507.7,0.01,True
1789135504434,79507.8,0.002,False
1789135504560,79507.8,0.14,False
1789135504630,79507.7,4.025,True
1789135504706,79507.5,0.009,True
1789135504709,79507.3,0.031,True
1789135504717,79507.4,0.003,False
1789135504719,79507.3,0.131,True
1789135504720,79505.1,0.125,True
1789135504721,79501.7,0.002,True
1789135504736,79500.1,0.052,False
1789135504807,79500.0,0.269,True
1789135504809,79500.1,0.012,False
1789135505037,79500.0,2.106,True
1789135505038,79499.4,0.01,True
1789135505039,79497.9,0.003,True
1789135505040,79497.7,0.001,True
1789135505042,79495.8,0.037,True
1789135505049,79495.6,0.479,False
1789135505112,79495.5,0.258,True
1789135505149,79495.6,0.017,False
1789135505171,79495.5,0.012,True
1789135505258,79495.6,0.012,False
1789135505276,79495.5,0.112,True
1789135505398,79495.5,0.653,True
1789135505400,79495.4,0.022,True
1789135505401,79495.3,0.023,True
1789135505402,79491.3,0.054,True
1789135505418,79491.2,0.005,True
