t,close
2024-04-22 00:00:00,10.316
2024-04-22 08:00:00,10.109
2024-04-22 16:00:00,10.173
2024-04-23 00:00:00,9.828
2024-04-23 08:00:00,9.877
2024-04-23 16:00:00,9.767
2024-04-24 00:00:00,9.899
2024-04-24 08:00:00,9.307
2024-04-24 16:00:00,9.147
2024-04-25 00:00:00,8.936
2024-04-25 08:00:00,9.126
2024-04-25 16:00:00,9.025
2024-04-26 00:00:00,8.891
2024-04-26 08:00:00,8.88
2024-04-26 16:00:00,8.844
2024-04-27 00:00:00,8.775
2024-04-27 08:00:00,8.842
2024-04-27 16:00:00,8.998
2024-04-28 00:00:00,9.134
2024-04-28 08:00:00,9.063
2024-04-28 16:00:00,8.985
2024-04-29 00:00:00,8.868
2024-04-29 08:00:00,9.144
2024-04-29 16:00:00,9.105
2024-04-30 00:00:00,8.932
2024-04-30 08:00:00,8.339
2024-04-30 16:00:00,8.697
2024-05-01 00:00:00,8.323
2024-05-01 08:00:00,8.598
2024-05-01 16:00:00,8.931
2024-05-02 00:00:00,8.522
2024-05-02 08:00:00,8.93
2024-05-02 16:00:00,8.845
2024-05-03 00:00:00,8.911
2024-05-03 08:00:00,9.127
2024-05-03 16:00:00,9.06
2024-05-04 00:00:00,9.067
2024-05-04 08:00:00,9.129
2024-05-04 16:00:00,9.114
2024-05-05 00:00:00,9.042
2024-05-05 08:00:00,9.229
2024-05-05 16:00:00,9.237
2024-05-06 00:00:00,9.432
2024-05-06 08:00:00,9.156
2024-05-06 16:00:00,8.99
2024-05-07 00:00:00,8.942
2024-05-07 08:00:00,9.044
2024-05-07 16:00:00,8.773
2024-05-08 00:00:00,8.602
2024-05-08 08:00:00,8.678
2024-05-08 16:00:00,8.576
2024-05-09 00:00:00,8.582
2024-05-09 08:00:00,8.659
2024-05-09 16:00:00,8.806
2024-05-10 00:00:00,8.871
2024-05-10 08:00:00,8.542
2024-05-10 16:00:00,8.448
2024-05-11 00:00:00,8.446
2024-05-11 08:00:00,8.474
2024-05-11 16:00:00,8.386
2024-05-12 00:00:00,8.355
2024-05-12 08:00:00,8.468
2024-05-12 16:00:00,8.348
2024-05-13 00:00:00,8.296
2024-05-13 08:00:00,8.456
2024-05-13 16:00:00,8.178
2024-05-14 00:00:00,8.153
2024-05-14 08:00:00,7.917
2024-05-14 16:00:00,7.794
2024-05-15 00:00:00,7.906
2024-05-15 08:00:00,8.289
2024-05-15 16:00:00,8.478
2024-05-16 00:00:00,8.561
2024-05-16 08:00:00,8.272
2024-05-16 16:00:00,8.373
