t,close
2023-12-17 00:00:00,0.10222
2023-12-17 08:00:00,0.10313
2023-12-17 16:00:00,0.10203
2023-12-18 00:00:00,0.10011
2023-12-18 08:00:00,0.0993
2023-12-18 16:00:00,0.1009
2023-12-19 00:00:00,0.10145
2023-12-19 08:00:00,0.10081
2023-12-19 16:00:00,0.1006
2023-12-20 00:00:00,0.10199
2023-12-20 08:00:00,0.10295
2023-12-20 16:00:00,0.10273
2023-12-21 00:00:00,0.10381
2023-12-21 08:00:00,0.10415
2023-12-21 16:00:00,0.10463
2023-12-22 00:00:00,0.10445
2023-12-22 08:00:00,0.10442
2023-12-22 16:00:00,0.10508
2023-12-23 00:00:00,0.10465
2023-12-23 08:00:00,0.10596
2023-12-23 16:00:00,0.10676
2023-12-24 00:00:00,0.10623
2023-12-24 08:00:00,0.10661
2023-12-24 16:00:00,0.1062
2023-12-25 00:00:00,0.10773
2023-12-25 08:00:00,0.10757
2023-12-25 16:00:00,0.10586
2023-12-26 00:00:00,0.10493
2023-12-26 08:00:00,0.10359
2023-12-26 16:00:00,0.10305
2023-12-27 00:00:00,0.10339
2023-12-27 08:00:00,0.1047
2023-12-27 16:00:00,0.10534
2023-12-28 00:00:00,0.10542
2023-12-28 08:00:00,0.105
2023-12-28 16:00:00,0.10545
2023-12-29 00:00:00,0.10544
2023-12-29 08:00:00,0.10577
2023-12-29 16:00:00,0.1056
2023-12-30 00:00:00,0.10647
2023-12-30 08:00:00,0.10601
2023-12-30 16:00:00,0.10595
2023-12-31 00:00:00,0.10641
2023-12-31 08:00:00,0.10737
2023-12-31 16:00:00,0.10764
2024-01-01 00:00:00,0.10698
2024-01-01 08:00:00,0.1072
2024-01-01 16:00:00,0.10772
2024-01-02 00:00:00,0.10864
2024-01-02 08:00:00,0.10874
2024-01-02 16:00:00,0.10834
2024-01-03 00:00:00,0.10903
2024-01-03 08:00:00,0.10528
2024-01-03 16:00:00,0.10675
2024-01-04 00:00:00,0.10753
2024-01-04 08:00:00,0.10737
2024-01-04 16:00:00,0.10696
2024-01-05 00:00:00,0.10587
2024-01-05 08:00:00,0.10376
2024-01-05 16:00:00,0.10438
2024-01-06 00:00:00,0.10275
2024-01-06 08:00:00,0.10412
2024-01-06 16:00:00,0.10387
2024-01-07 00:00:00,0.10405
2024-01-07 08:00:00,0.10367
2024-01-07 16:00:00,0.1028
2024-01-08 00:00:00,0.10335
2024-01-08 08:00:00,0.10318
2024-01-08 16:00:00,0.1042
2024-01-09 00:00:00,0.10414
2024-01-09 08:00:00,0.10223
2024-01-09 16:00:00,0.10277
2024-01-10 00:00:00,0.10394
2024-01-10 08:00:00,0.10425
2024-01-10 16:00:00,0.10524
2024-01-11 00:00:00,0.10538
2024-01-11 08:00:00,0.10572
2024-01-11 16:00:00,0.10619
2024-01-12 00:00:00,0.10713
2024-01-12 08:00:00,0.10675
2024-01-12 16:00:00,0.10684
2024-01-13 00:00:00,0.10939
2024-01-13 08:00:00,0.11512
2024-01-13 16:00:00,0.11424
2024-01-14 00:00:00,0.11555
2024-01-14 08:00:00,0.11415
2024-01-14 16:00:00,0.11121
2024-01-15 00:00:00,0.11275
2024-01-15 08:00:00,0.11301
2024-01-15 16:00:00,0.10865
2024-01-16 00:00:00,0.10996
2024-01-16 08:00:00,0.10789
2024-01-16 16:00:00,0.10807
2024-01-17 00:00:00,0.10764
2024-01-17 08:00:00,0.10796
2024-01-17 16:00:00,0.10838
2024-01-18 00:00:00,0.10967
2024-01-18 08:00:00,0.10968
2024-01-18 16:00:00,0.10813
2024-01-19 00:00:00,0.1084
2024-01-19 08:00:00,0.10916
2024-01-19 16:00:00,0.1105
2024-01-20 00:00:00,0.11072
2024-01-20 08:00:00,0.11009
2024-01-20 16:00:00,0.11006
2024-01-21 00:00:00,0.11082
2024-01-21 08:00:00,0.11036
2024-01-21 16:00:00,0.10895
2024-01-22 00:00:00,0.10915
2024-01-22 08:00:00,0.1096
2024-01-22 16:00:00,0.10931
2024-01-23 00:00:00,0.10952
2024-01-23 08:00:00,0.1073
