time,open,high,low,close,volume
2026-07-02 00:05:00,3034.39990234375,3034.39990234375,3033.89990234375,3033.89990234375,0
2026-07-02 00:10:00,3034.10009765625,3034.10009765625,3032.699951171875,3033.0,114
2026-07-02 00:15:00,3032.699951171875,3032.89990234375,3032.0,3032.199951171875,74
2026-07-02 00:20:00,3031.800048828125,3032.39990234375,3031.5,3032.39990234375,23
2026-07-02 00:25:00,3032.5,3033.300048828125,3032.199951171875,3032.89990234375,36
2026-07-02 00:30:00,3032.5,3032.5,3030.300048828125,3030.5,27
2026-07-02 00:35:00,3030.199951171875,3030.60009765625,3029.89990234375,3030.0,56
2026-07-02 00:40:00,3029.89990234375,3030.300048828125,3029.5,3030.199951171875,43
2026-07-02 00:45:00,3030.10009765625,3030.800048828125,3029.89990234375,3030.5,44
2026-07-02 00:50:00,3030.699951171875,3032.300048828125,3030.699951171875,3032.300048828125,21
2026-07-02 00:55:00,3033.0,3033.0,3032.5,3032.5,19
2026-07-02 01:00:00,3032.39990234375,3032.89990234375,3031.300048828125,3032.89990234375,46
2026-07-02 01:05:00,3033.199951171875,3034.699951171875,3033.199951171875,3034.60009765625,37
2026-07-02 01:10:00,3034.39990234375,3034.699951171875,3034.0,3034.199951171875,34
2026-07-02 01:15:00,3034.5,3035.0,3034.10009765625,3034.60009765625,26
2026-07-02 01:20:00,3034.89990234375,3034.89990234375,3034.300048828125,3034.300048828125,34
2026-07-02 01:25:00,3034.39990234375,3034.39990234375,3033.199951171875,3033.199951171875,18
2026-07-02 01:30:00,3032.699951171875,3033.10009765625,3031.699951171875,3032.199951171875,41
2026-07-02 01:35:00,3031.89990234375,3031.89990234375,3030.5,3030.5,45
2026-07-02 01:40:00,3030.5,3031.300048828125,3030.0,3030.5,39
2026-07-02 01:45:00,3030.39990234375,3030.60009765625,3029.300048828125,3029.5,81
2026-07-02 01:50:00,3029.800048828125,3030.5,3029.300048828125,3029.300048828125,30
2026-07-02 01:55:00,3029.5,3030.300048828125,3029.39990234375,3029.5,44
2026-07-02 02:00:00,3029.300048828125,3030.10009765625,3028.300048828125,3028.39990234375,97
2026-07-02 02:05:00,3028.60009765625,3028.699951171875,3027.199951171875,3027.39990234375,95
2026-07-02 02:10:00,3027.60009765625,3027.60009765625,3026.60009765625,3026.89990234375,142
2026-07-02 02:15:00,3026.800048828125,3027.800048828125,3026.60009765625,3027.300048828125,104
2026-07-02 02:20:00,3027.39990234375,3027.699951171875,3027.0,3027.199951171875,73
2026-07-02 02:25:00,3027.39990234375,3027.89990234375,3026.199951171875,3026.39990234375,75
2026-07-02 02:30:00,3026.5,3028.699951171875,3026.39990234375,3027.89990234375,73
2026-07-02 02:35:00,3028.5,3028.5,3027.300048828125,3027.60009765625,138
2026-07-02 02:40:00,3027.300048828125,3027.5,3026.0,3026.800048828125,66
2026-07-02 02:45:00,3026.60009765625,3026.60009765625,3024.60009765625,3025.0,157
2026-07-02 02:50:00,3024.39990234375,3025.800048828125,3023.699951171875,3025.10009765625,125
2026-07-02 02:55:00,3025.39990234375,3027.39990234375,3025.300048828125,3026.0,71
2026-07-02 03:00:00,3026.199951171875,3026.699951171875,3024.199951171875,3024.699951171875,233
2026-07-02 03:05:00,3024.5,3025.5,3023.60009765625,3025.199951171875,171
2026-07-02 03:10:00,3025.10009765625,3026.0,3022.699951171875,3022.699951171875,178
2026-07-02 03:15:00,3022.89990234375,3025.699951171875,3022.199951171875,3025.60009765625,306
2026-07-02 03:20:00,3025.60009765625,3027.300048828125,3025.60009765625,3027.10009765625,138
2026-07-02 03:25:00,3027.0,3027.0,3025.10009765625,3026.199951171875,112
2026-07-02 03:30:00,3026.5,3027.300048828125,3025.199951171875,3027.10009765625,151
2026-07-02 03:35:00,3027.0,3028.89990234375,3026.800048828125,3028.89990234375,107
2026-07-02 03:40:00,3028.699951171875,3032.10009765625,3028.699951171875,3032.0,116
2026-07-02 03:45:00,3031.699951171875,3033.0,3030.89990234375,3032.300048828125,159
2026-07-02 03:50:00,3032.39990234375,3032.5,3030.60009765625,3030.800048828125,49
2026-07-02 03:55:00,3030.699951171875,3031.199951171875,3029.800048828125,3030.60009765625,110
2026-07-02 04:00:00,3030.800048828125,3031.300048828125,3028.89990234375,3030.199951171875,148
2026-07-02 04:05:00,3030.39990234375,3031.39990234375,3029.10009765625,3031.199951171875,123
2026-07-02 04:10:00,3031.199951171875,3031.5,3028.89990234375,3029.800048828125,101
2026-07-02 04:15:00,3029.699951171875,3031.699951171875,3029.5,3030.60009765625,83
2026-07-02 04:20:00,3030.89990234375,3033.0,3030.60009765625,3033.0,87
2026-07-02 04:25:00,3032.89990234375,3034.10009765625,3032.300048828125,3033.60009765625,68
2026-07-02 04:30:00,3033.10009765625,3035.10009765625,3033.10009765625,3034.5,186
2026-07-02 04:35:00,3034.199951171875,3035.300048828125,3034.199951171875,3034.699951171875,104
2026-07-02 04:40:00,3034.300048828125,3034.300048828125,3033.60009765625,3033.699951171875,48
2026-07-02 04:45:00,3033.800048828125,3036.10009765625,3033.60009765625,3035.800048828125,76
2026-07-02 04:50:00,3036.0,3037.199951171875,3035.60009765625,3036.10009765625,87
2026-07-02 04:55:00,3036.10009765625,3036.39990234375,3035.0,3035.800048828125,60
2026-07-02 05:00:00,3035.199951171875,3035.699951171875,3035.0,3035.199951171875,66
2026-07-02 05:05:00,3035.10009765625,3035.10009765625,3033.89990234375,3034.5,62
2026-07-02 05:10:00,3034.89990234375,3035.5,3034.60009765625,3035.39990234375,77
2026-07-02 05:15:00,3035.10009765625,3036.10009765625,3034.699951171875,3035.39990234375,32
2026-07-02 05:20:00,3034.89990234375,3035.39990234375,3034.699951171875,3035.39990234375,47
2026-07-02 05:25:00,3035.5,3035.800048828125,3034.5,3035.60009765625,48
2026-07-02 05:30:00,3035.699951171875,3038.0,3035.699951171875,3037.10009765625,224
2026-07-02 05:35:00,3037.0,3038.699951171875,3036.800048828125,3038.5,134
2026-07-02 05:40:00,3038.60009765625,3039.300048828125,3038.10009765625,3038.300048828125,121
2026-07-02 05:45:00,3037.89990234375,3037.89990234375,3036.0,3036.800048828125,75
2026-07-02 05:50:00,3036.89990234375,3037.89990234375,3036.89990234375,3037.300048828125,30
2026-07-02 05:55:00,3037.5,3037.5,3036.10009765625,3036.5,56
2026-07-02 06:00:00,3036.800048828125,3037.300048828125,3035.5,3035.5,277
2026-07-02 06:05:00,3035.89990234375,3037.300048828125,3035.39990234375,3036.89990234375,71
2026-07-02 06:10:00,3036.39990234375,3037.300048828125,3035.89990234375,3036.5,66
2026-07-02 06:15:00,3036.5,3037.699951171875,3035.800048828125,3037.699951171875,186
2026-07-02 06:20:00,3037.39990234375,3037.39990234375,3036.0,3036.89990234375,177
2026-07-02 06:25:00,3037.39990234375,3038.5,3037.300048828125,3038.300048828125,56
2026-07-02 06:30:00,3038.60009765625,3039.89990234375,3037.800048828125,3039.5,96
2026-07-02 06:35:00,3039.60009765625,3041.10009765625,3039.39990234375,3041.0,165
2026-07-02 06:40:00,3040.800048828125,3041.800048828125,3040.60009765625,3041.0,102
2026-07-02 06:45:00,3040.89990234375,3041.300048828125,3040.199951171875,3040.199951171875,64
2026-07-02 06:50:00,3040.199951171875,3040.60009765625,3038.89990234375,3039.800048828125,55
2026-07-02 06:55:00,3039.89990234375,3040.0,3038.60009765625,3038.699951171875,107
2026-07-02 07:00:00,3038.60009765625,3039.800048828125,3038.199951171875,3038.800048828125,162
2026-07-02 07:05:00,3038.800048828125,3039.5,3038.39990234375,3039.5,105
2026-07-02 07:10:00,3039.699951171875,3040.300048828125,3039.39990234375,3040.0,96
2026-07-02 07:15:00,3040.10009765625,3040.699951171875,3038.800048828125,3039.699951171875,103
2026-07-02 07:20:00,3039.800048828125,3040.89990234375,3039.10009765625,3040.89990234375,147
2026-07-02 07:25:00,3040.800048828125,3041.5,3040.60009765625,3041.0,151
2026-07-02 07:30:00,3041.0,3041.60009765625,3040.5,3040.699951171875,152
2026-07-02 07:35:00,3040.699951171875,3042.10009765625,3040.199951171875,3042.10009765625,141
2026-07-02 07:40:00,3042.199951171875,3042.60009765625,3040.300048828125,3042.5,227
2026-07-02 07:45:00,3042.300048828125,3044.5,3042.300048828125,3044.0,297
2026-07-02 07:50:00,3044.0,3044.10009765625,3041.5,3041.699951171875,170
2026-07-02 07:55:00,3041.5,3042.89990234375,3041.0,3041.199951171875,168
2026-07-02 08:00:00,3040.800048828125,3043.39990234375,3039.699951171875,3043.10009765625,250
2026-07-02 08:05:00,3043.10009765625,3043.39990234375,3041.5,3042.60009765625,322
2026-07-02 08:10:00,3042.5,3043.10009765625,3042.10009765625,3042.800048828125,269
2026-07-02 08:15:00,3042.699951171875,3044.199951171875,3042.699951171875,3043.89990234375,311
2026-07-02 08:20:00,3044.10009765625,3045.5,3043.89990234375,3044.5,387
2026-07-02 08:25:00,3044.60009765625,3046.0,3042.5,3045.5,383
2026-07-02 08:30:00,3046.10009765625,3062.39990234375,3044.800048828125,3058.60009765625,3113
2026-07-02 08:35:00,3058.60009765625,3061.89990234375,3056.699951171875,3058.699951171875,1347
2026-07-02 08:40:00,3058.699951171875,3059.89990234375,3055.300048828125,3055.39990234375,632
2026-07-02 08:45:00,3055.5,3056.0,3053.10009765625,3054.60009765625,672
2026-07-02 08:50:00,3054.60009765625,3055.699951171875,3052.199951171875,3052.699951171875,590
2026-07-02 08:55:00,3052.699951171875,3053.0,3049.39990234375,3051.0,885
2026-07-02 09:00:00,3051.199951171875,3052.60009765625,3045.89990234375,3050.5,898
2026-07-02 09:05:00,3050.39990234375,3050.39990234375,3048.300048828125,3049.699951171875,590
2026-07-02 09:10:00,3049.89990234375,3051.39990234375,3047.60009765625,3047.800048828125,506
2026-07-02 09:15:00,3047.699951171875,3048.300048828125,3046.0,3048.10009765625,689
2026-07-02 09:20:00,3048.10009765625,3049.199951171875,3047.0,3048.199951171875,681
